,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,rating-sent,goodness-sent
6347,human,1,impressive,five,actors,adj-ambig,num-num,noun-human,An impressive five actors greeted us at the door., good,0.9979697316885443
6348,human,1,impressive,five,Americans,adj-ambig,num-num,noun-human,An impressive five Americans greeted us at the door., good,0.997704845105036
6349,human,1,impressive,five,bankers,adj-ambig,num-num,noun-human,An impressive five bankers greeted us at the door., good,0.9984280931417839
6350,human,1,impressive,twenty,soldiers,adj-ambig,num-num,noun-human,An impressive twenty soldiers greeted us at the door., good,0.9989446287963263
6351,human,1,impressive,twenty,students,adj-ambig,num-num,noun-human,An impressive twenty students greeted us at the door., good,0.9976687259501121
6352,human,1,impressive,twenty,athletes,adj-ambig,num-num,noun-human,An impressive twenty athletes greeted us at the door., good,0.9978649444804295
6353,human,1,impressive,twenty,pianists,adj-ambig,num-num,noun-human,An impressive twenty pianists greeted us at the door., good,0.9983941173117175
6354,human,1,impressive,twenty,teammates,adj-ambig,num-num,noun-human,An impressive twenty teammates greeted us at the door., good,0.9981614200626512
6355,human,1,impressive,twenty,lawyers,adj-ambig,num-num,noun-human,An impressive twenty lawyers greeted us at the door., good,0.9988540887582885
6356,human,1,impressive,twenty,doctors,adj-ambig,num-num,noun-human,An impressive twenty doctors greeted us at the door., good,0.9989284149577464
6357,human,1,impressive,twenty,actors,adj-ambig,num-num,noun-human,An impressive twenty actors greeted us at the door., good,0.9979236579865719
6358,human,1,impressive,twenty,Americans,adj-ambig,num-num,noun-human,An impressive twenty Americans greeted us at the door., good,0.9975195937040084
6359,human,1,impressive,twenty,bankers,adj-ambig,num-num,noun-human,An impressive twenty bankers greeted us at the door., good,0.9988005621013453
6360,human,1,disappointing,three,soldiers,adj-ambig,num-num,noun-human,A disappointing three soldiers greeted us at the door., good,0.9936475343677429
6361,human,1,disappointing,three,students,adj-ambig,num-num,noun-human,A disappointing three students greeted us at the door., good,0.950272349299735
6362,human,1,disappointing,three,athletes,adj-ambig,num-num,noun-human,A disappointing three athletes greeted us at the door., good,0.9846738946968804
6363,human,1,disappointing,three,pianists,adj-ambig,num-num,noun-human,A disappointing three pianists greeted us at the door., good,0.989845553093617
6364,human,1,disappointing,three,teammates,adj-ambig,num-num,noun-human,A disappointing three teammates greeted us at the door., good,0.980672869882365
6365,human,1,disappointing,three,lawyers,adj-ambig,num-num,noun-human,A disappointing three lawyers greeted us at the door., good,0.9905757720311037
6366,human,1,disappointing,three,doctors,adj-ambig,num-num,noun-human,A disappointing three doctors greeted us at the door., good,0.9802846052097642
6367,human,1,disappointing,three,actors,adj-ambig,num-num,noun-human,A disappointing three actors greeted us at the door., good,0.9867624937542057
6368,human,1,disappointing,three,Americans,adj-ambig,num-num,noun-human,A disappointing three Americans greeted us at the door., good,0.9768640881780668
6369,human,1,disappointing,three,bankers,adj-ambig,num-num,noun-human,A disappointing three bankers greeted us at the door., good,0.9867559949578224
6370,human,1,disappointing,five,soldiers,adj-ambig,num-num,noun-human,A disappointing five soldiers greeted us at the door., good,0.9968947537811772
6371,human,1,disappointing,five,students,adj-ambig,num-num,noun-human,A disappointing five students greeted us at the door., good,0.9769341816678666
6372,human,1,disappointing,five,athletes,adj-ambig,num-num,noun-human,A disappointing five athletes greeted us at the door., good,0.9828127345514518
6373,human,1,disappointing,five,pianists,adj-ambig,num-num,noun-human,A disappointing five pianists greeted us at the door., good,0.9920181400735422
6374,human,1,disappointing,five,teammates,adj-ambig,num-num,noun-human,A disappointing five teammates greeted us at the door., good,0.9916547912027021
6375,human,1,disappointing,five,lawyers,adj-ambig,num-num,noun-human,A disappointing five lawyers greeted us at the door., good,0.9931866085245188
6376,human,1,disappointing,five,doctors,adj-ambig,num-num,noun-human,A disappointing five doctors greeted us at the door., good,0.9792596392323368
6377,human,1,disappointing,five,actors,adj-ambig,num-num,noun-human,A disappointing five actors greeted us at the door., good,0.9902227353072781
6378,human,1,disappointing,five,Americans,adj-ambig,num-num,noun-human,A disappointing five Americans greeted us at the door., good,0.9807209701241908
6379,human,1,disappointing,five,bankers,adj-ambig,num-num,noun-human,A disappointing five bankers greeted us at the door., good,0.9917727476217244
6380,human,1,disappointing,twenty,soldiers,adj-ambig,num-num,noun-human,A disappointing twenty soldiers greeted us at the door., good,0.9900749130191469
6381,human,1,disappointing,twenty,students,adj-ambig,num-num,noun-human,A disappointing twenty students greeted us at the door., good,0.9135483283187323
6382,human,1,disappointing,twenty,athletes,adj-ambig,num-num,noun-human,A disappointing twenty athletes greeted us at the door., good,0.9310801920709105
6383,human,1,disappointing,twenty,pianists,adj-ambig,num-num,noun-human,A disappointing twenty pianists greeted us at the door., good,0.966527874584525
6384,human,1,disappointing,twenty,teammates,adj-ambig,num-num,noun-human,A disappointing twenty teammates greeted us at the door., good,0.8285204079590525
6385,human,1,disappointing,twenty,lawyers,adj-ambig,num-num,noun-human,A disappointing twenty lawyers greeted us at the door., good,0.9852573602460124
6386,human,1,disappointing,twenty,doctors,adj-ambig,num-num,noun-human,A disappointing twenty doctors greeted us at the door., good,0.961796191412822
6387,human,1,disappointing,twenty,actors,adj-ambig,num-num,noun-human,A disappointing twenty actors greeted us at the door., good,0.9500720777023479
6388,human,1,disappointing,twenty,Americans,adj-ambig,num-num,noun-human,A disappointing twenty Americans greeted us at the door., good,0.9350104530718067
6389,human,1,disappointing,twenty,bankers,adj-ambig,num-num,noun-human,A disappointing twenty bankers greeted us at the door., good,0.9766548164894453
6390,human,1,surprising,three,soldiers,adj-ambig,num-num,noun-human,A surprising three soldiers greeted us at the door., good,0.9988832364450693
6391,human,1,surprising,three,students,adj-ambig,num-num,noun-human,A surprising three students greeted us at the door., good,0.9970372097515865
6392,human,1,surprising,three,athletes,adj-ambig,num-num,noun-human,A surprising three athletes greeted us at the door., good,0.9980447761453622
6393,human,1,surprising,three,pianists,adj-ambig,num-num,noun-human,A surprising three pianists greeted us at the door., good,0.9982442119025439
6394,human,1,surprising,three,teammates,adj-ambig,num-num,noun-human,A surprising three teammates greeted us at the door., good,0.9982800933375277
6395,human,1,surprising,three,lawyers,adj-ambig,num-num,noun-human,A surprising three lawyers greeted us at the door., good,0.9989457023626958
6396,human,1,surprising,three,doctors,adj-ambig,num-num,noun-human,A surprising three doctors greeted us at the door., good,0.9986217481626657
6397,human,1,surprising,three,actors,adj-ambig,num-num,noun-human,A surprising three actors greeted us at the door., good,0.9978569585992344
6398,human,1,surprising,three,Americans,adj-ambig,num-num,noun-human,A surprising three Americans greeted us at the door., good,0.9981806712885231
6399,human,1,surprising,three,bankers,adj-ambig,num-num,noun-human,A surprising three bankers greeted us at the door., good,0.9988741764154263
6400,human,1,surprising,five,soldiers,adj-ambig,num-num,noun-human,A surprising five soldiers greeted us at the door., good,0.99924491636923
6401,human,1,surprising,five,students,adj-ambig,num-num,noun-human,A surprising five students greeted us at the door., good,0.9985560041667082
6402,human,1,surprising,five,athletes,adj-ambig,num-num,noun-human,A surprising five athletes greeted us at the door., good,0.998645293943824
6403,human,1,surprising,five,pianists,adj-ambig,num-num,noun-human,A surprising five pianists greeted us at the door., good,0.9988226775884687
6404,human,1,surprising,five,teammates,adj-ambig,num-num,noun-human,A surprising five teammates greeted us at the door., good,0.9985881913408468
6405,human,1,surprising,five,lawyers,adj-ambig,num-num,noun-human,A surprising five lawyers greeted us at the door., good,0.9992021208749634
6406,human,1,surprising,five,doctors,adj-ambig,num-num,noun-human,A surprising five doctors greeted us at the door., good,0.9991399531524802
6407,human,1,surprising,five,actors,adj-ambig,num-num,noun-human,A surprising five actors greeted us at the door., good,0.998327002323437
6408,human,1,surprising,five,Americans,adj-ambig,num-num,noun-human,A surprising five Americans greeted us at the door., good,0.9988291139226583
6409,human,1,surprising,five,bankers,adj-ambig,num-num,noun-human,A surprising five bankers greeted us at the door., good,0.999220061210497
6410,human,1,surprising,twenty,soldiers,adj-ambig,num-num,noun-human,A surprising twenty soldiers greeted us at the door., good,0.9986833202843742
6411,human,1,surprising,twenty,students,adj-ambig,num-num,noun-human,A surprising twenty students greeted us at the door., good,0.9978068880918137
6412,human,1,surprising,twenty,athletes,adj-ambig,num-num,noun-human,A surprising twenty athletes greeted us at the door., good,0.9977768492682718
6413,human,1,surprising,twenty,pianists,adj-ambig,num-num,noun-human,A surprising twenty pianists greeted us at the door., good,0.9983772499849469
6414,human,1,surprising,twenty,teammates,adj-ambig,num-num,noun-human,A surprising twenty teammates greeted us at the door., good,0.9982331235672467
6415,human,1,surprising,twenty,lawyers,adj-ambig,num-num,noun-human,A surprising twenty lawyers greeted us at the door., good,0.9986961347718749
6416,human,1,surprising,twenty,doctors,adj-ambig,num-num,noun-human,A surprising twenty doctors greeted us at the door., good,0.9987785717514511
6417,human,1,surprising,twenty,actors,adj-ambig,num-num,noun-human,A surprising twenty actors greeted us at the door., good,0.997935935317274
6418,human,1,surprising,twenty,Americans,adj-ambig,num-num,noun-human,A surprising twenty Americans greeted us at the door., good,0.9979863589009588
6419,human,1,surprising,twenty,bankers,adj-ambig,num-num,noun-human,A surprising twenty bankers greeted us at the door., good,0.9988376981966
6420,human,1,devastating,three,soldiers,adj-ambig,num-num,noun-human,A devastating three soldiers greeted us at the door., good,0.9367614727363427
6421,human,1,devastating,three,students,adj-ambig,num-num,noun-human,A devastating three students greeted us at the door., bad,0.3902936309988514
6422,human,1,devastating,three,athletes,adj-ambig,num-num,noun-human,A devastating three athletes greeted us at the door., good,0.7015225321487525
6423,human,1,devastating,three,pianists,adj-ambig,num-num,noun-human,A devastating three pianists greeted us at the door., good,0.9650614161399321
6424,human,1,devastating,three,teammates,adj-ambig,num-num,noun-human,A devastating three teammates greeted us at the door., bad,0.36716616800747925
6425,human,1,devastating,three,lawyers,adj-ambig,num-num,noun-human,A devastating three lawyers greeted us at the door., good,0.9529249859639883
6426,human,1,devastating,three,doctors,adj-ambig,num-num,noun-human,A devastating three doctors greeted us at the door., good,0.8183049355494382
6427,human,1,devastating,three,actors,adj-ambig,num-num,noun-human,A devastating three actors greeted us at the door., good,0.8250633316148713
6428,human,1,devastating,three,Americans,adj-ambig,num-num,noun-human,A devastating three Americans greeted us at the door., bad,0.23846920687078876
6429,human,1,devastating,three,bankers,adj-ambig,num-num,noun-human,A devastating three bankers greeted us at the door., good,0.9622599803338985
6430,human,1,devastating,five,soldiers,adj-ambig,num-num,noun-human,A devastating five soldiers greeted us at the door., good,0.9510368514283276
6431,human,1,devastating,five,students,adj-ambig,num-num,noun-human,A devastating five students greeted us at the door., good,0.6245875544275659
6432,human,1,devastating,five,athletes,adj-ambig,num-num,noun-human,A devastating five athletes greeted us at the door., good,0.7774162949132394
6433,human,1,devastating,five,pianists,adj-ambig,num-num,noun-human,A devastating five pianists greeted us at the door., good,0.979752453201444
6434,human,1,devastating,five,teammates,adj-ambig,num-num,noun-human,A devastating five teammates greeted us at the door., bad,0.4910966181511407
6435,human,1,devastating,five,lawyers,adj-ambig,num-num,noun-human,A devastating five lawyers greeted us at the door., good,0.985443921116333
6436,human,1,devastating,five,doctors,adj-ambig,num-num,noun-human,A devastating five doctors greeted us at the door., good,0.8963739842099585
6437,human,1,devastating,five,actors,adj-ambig,num-num,noun-human,A devastating five actors greeted us at the door., good,0.9326966453166731
6438,human,1,devastating,five,Americans,adj-ambig,num-num,noun-human,A devastating five Americans greeted us at the door., bad,0.40282543222548595
6439,human,1,devastating,five,bankers,adj-ambig,num-num,noun-human,A devastating five bankers greeted us at the door., good,0.9748417878725213
6440,human,1,devastating,twenty,soldiers,adj-ambig,num-num,noun-human,A devastating twenty soldiers greeted us at the door., good,0.981762203742804
6441,human,1,devastating,twenty,students,adj-ambig,num-num,noun-human,A devastating twenty students greeted us at the door., good,0.7260866635503875
6442,human,1,devastating,twenty,athletes,adj-ambig,num-num,noun-human,A devastating twenty athletes greeted us at the door., good,0.7131862089800548
6443,human,1,devastating,twenty,pianists,adj-ambig,num-num,noun-human,A devastating twenty pianists greeted us at the door., good,0.9792853324045457
6444,human,1,devastating,twenty,teammates,adj-ambig,num-num,noun-human,A devastating twenty teammates greeted us at the door., good,0.5615751364239385
6445,human,1,devastating,twenty,lawyers,adj-ambig,num-num,noun-human,A devastating twenty lawyers greeted us at the door., good,0.9884715428503167
6446,human,1,devastating,twenty,doctors,adj-ambig,num-num,noun-human,A devastating twenty doctors greeted us at the door., good,0.9017034521436663
6447,human,1,devastating,twenty,actors,adj-ambig,num-num,noun-human,A devastating twenty actors greeted us at the door., good,0.9044779523094858
6448,human,1,devastating,twenty,Americans,adj-ambig,num-num,noun-human,A devastating twenty Americans greeted us at the door., good,0.5887196175462968
6449,human,1,devastating,twenty,bankers,adj-ambig,num-num,noun-human,A devastating twenty bankers greeted us at the door., good,0.9637808030068026
6450,human,1,pathetic,three,soldiers,adj-ambig,num-num,noun-human,A pathetic three soldiers greeted us at the door., good,0.9920282135728911
6451,human,1,pathetic,three,students,adj-ambig,num-num,noun-human,A pathetic three students greeted us at the door., good,0.9164380115966475
6452,human,1,pathetic,three,athletes,adj-ambig,num-num,noun-human,A pathetic three athletes greeted us at the door., good,0.9532852044055848
6453,human,1,pathetic,three,pianists,adj-ambig,num-num,noun-human,A pathetic three pianists greeted us at the door., good,0.9900228780293079
6454,human,1,pathetic,three,teammates,adj-ambig,num-num,noun-human,A pathetic three teammates greeted us at the door., good,0.9666985175778784
6455,human,1,pathetic,three,lawyers,adj-ambig,num-num,noun-human,A pathetic three lawyers greeted us at the door., good,0.9801565746778113
6456,human,1,pathetic,three,doctors,adj-ambig,num-num,noun-human,A pathetic three doctors greeted us at the door., good,0.9564733762904357
6457,human,1,pathetic,three,actors,adj-ambig,num-num,noun-human,A pathetic three actors greeted us at the door., good,0.9750540379321135
6458,human,1,pathetic,three,Americans,adj-ambig,num-num,noun-human,A pathetic three Americans greeted us at the door., good,0.9393901602021884
6459,human,1,pathetic,three,bankers,adj-ambig,num-num,noun-human,A pathetic three bankers greeted us at the door., good,0.9892359762110527
6460,human,1,pathetic,five,soldiers,adj-ambig,num-num,noun-human,A pathetic five soldiers greeted us at the door., good,0.9930004040884879
6461,human,1,pathetic,five,students,adj-ambig,num-num,noun-human,A pathetic five students greeted us at the door., good,0.9442077215763804
6462,human,1,pathetic,five,athletes,adj-ambig,num-num,noun-human,A pathetic five athletes greeted us at the door., good,0.9546751656910485
6463,human,1,pathetic,five,pianists,adj-ambig,num-num,noun-human,A pathetic five pianists greeted us at the door., good,0.9935634902455345
6464,human,1,pathetic,five,teammates,adj-ambig,num-num,noun-human,A pathetic five teammates greeted us at the door., good,0.9735977863367834
6465,human,1,pathetic,five,lawyers,adj-ambig,num-num,noun-human,A pathetic five lawyers greeted us at the door., good,0.9861014176616231
6466,human,1,pathetic,five,doctors,adj-ambig,num-num,noun-human,A pathetic five doctors greeted us at the door., good,0.9587059975493097
6467,human,1,pathetic,five,actors,adj-ambig,num-num,noun-human,A pathetic five actors greeted us at the door., good,0.9667686715013362
6468,human,1,pathetic,five,Americans,adj-ambig,num-num,noun-human,A pathetic five Americans greeted us at the door., good,0.9555405573466071
6469,human,1,pathetic,five,bankers,adj-ambig,num-num,noun-human,A pathetic five bankers greeted us at the door., good,0.9923744995819922
6470,human,1,pathetic,twenty,soldiers,adj-ambig,num-num,noun-human,A pathetic twenty soldiers greeted us at the door., good,0.9904639532344497
6471,human,1,pathetic,twenty,students,adj-ambig,num-num,noun-human,A pathetic twenty students greeted us at the door., good,0.892166200792353
6472,human,1,pathetic,twenty,athletes,adj-ambig,num-num,noun-human,A pathetic twenty athletes greeted us at the door., good,0.9167337113588542
6473,human,1,pathetic,twenty,pianists,adj-ambig,num-num,noun-human,A pathetic twenty pianists greeted us at the door., good,0.9877983048137847
6474,human,1,pathetic,twenty,teammates,adj-ambig,num-num,noun-human,A pathetic twenty teammates greeted us at the door., good,0.8825133436550386
6475,human,1,pathetic,twenty,lawyers,adj-ambig,num-num,noun-human,A pathetic twenty lawyers greeted us at the door., good,0.9756011440286175
6476,human,1,pathetic,twenty,doctors,adj-ambig,num-num,noun-human,A pathetic twenty doctors greeted us at the door., good,0.9466505010466219
6477,human,1,pathetic,twenty,actors,adj-ambig,num-num,noun-human,A pathetic twenty actors greeted us at the door., good,0.9302372145043294
6478,human,1,pathetic,twenty,Americans,adj-ambig,num-num,noun-human,A pathetic twenty Americans greeted us at the door., good,0.90698270264731
6479,human,1,pathetic,twenty,bankers,adj-ambig,num-num,noun-human,A pathetic twenty bankers greeted us at the door., good,0.9861341409940093
6480,human,1,remarkable,three,soldiers,adj-ambig,num-num,noun-human,A remarkable three soldiers greeted us at the door., good,0.9985511160473208
6481,human,1,remarkable,three,students,adj-ambig,num-num,noun-human,A remarkable three students greeted us at the door., good,0.9863252940097166
6482,human,1,remarkable,three,athletes,adj-ambig,num-num,noun-human,A remarkable three athletes greeted us at the door., good,0.99500860899967
6483,human,1,remarkable,three,pianists,adj-ambig,num-num,noun-human,A remarkable three pianists greeted us at the door., good,0.9983197296375481
6484,human,1,remarkable,three,teammates,adj-ambig,num-num,noun-human,A remarkable three teammates greeted us at the door., good,0.986460295672979
6485,human,1,remarkable,three,lawyers,adj-ambig,num-num,noun-human,A remarkable three lawyers greeted us at the door., good,0.9978846151868138
6486,human,1,remarkable,three,doctors,adj-ambig,num-num,noun-human,A remarkable three doctors greeted us at the door., good,0.9968412272534997
6487,human,1,remarkable,three,actors,adj-ambig,num-num,noun-human,A remarkable three actors greeted us at the door., good,0.9976647319908961
6488,human,1,remarkable,three,Americans,adj-ambig,num-num,noun-human,A remarkable three Americans greeted us at the door., good,0.995749142580341
6489,human,1,remarkable,three,bankers,adj-ambig,num-num,noun-human,A remarkable three bankers greeted us at the door., good,0.9971686378877849
6490,human,1,remarkable,five,soldiers,adj-ambig,num-num,noun-human,A remarkable five soldiers greeted us at the door., good,0.9992763867344462
6491,human,1,remarkable,five,students,adj-ambig,num-num,noun-human,A remarkable five students greeted us at the door., good,0.9982818829558551
6492,human,1,remarkable,five,athletes,adj-ambig,num-num,noun-human,A remarkable five athletes greeted us at the door., good,0.9978011692778037
6493,human,1,remarkable,five,pianists,adj-ambig,num-num,noun-human,A remarkable five pianists greeted us at the door., good,0.9989709136728888
6494,human,1,remarkable,five,teammates,adj-ambig,num-num,noun-human,A remarkable five teammates greeted us at the door., good,0.9964377606825853
6495,human,1,remarkable,five,lawyers,adj-ambig,num-num,noun-human,A remarkable five lawyers greeted us at the door., good,0.998950172255136
6496,human,1,remarkable,five,doctors,adj-ambig,num-num,noun-human,A remarkable five doctors greeted us at the door., good,0.9987650380938631
6497,human,1,remarkable,five,actors,adj-ambig,num-num,noun-human,A remarkable five actors greeted us at the door., good,0.9981869300007714
6498,human,1,remarkable,five,Americans,adj-ambig,num-num,noun-human,A remarkable five Americans greeted us at the door., good,0.9974236889004615
6499,human,1,remarkable,five,bankers,adj-ambig,num-num,noun-human,A remarkable five bankers greeted us at the door., good,0.9983657456503405
6500,human,1,remarkable,twenty,soldiers,adj-ambig,num-num,noun-human,A remarkable twenty soldiers greeted us at the door., good,0.998645293943824
6501,human,1,remarkable,twenty,students,adj-ambig,num-num,noun-human,A remarkable twenty students greeted us at the door., good,0.9969692586970832
6502,human,1,remarkable,twenty,athletes,adj-ambig,num-num,noun-human,A remarkable twenty athletes greeted us at the door., good,0.9972891007417023
6503,human,1,remarkable,twenty,pianists,adj-ambig,num-num,noun-human,A remarkable twenty pianists greeted us at the door., good,0.9982147080329814
6504,human,1,remarkable,twenty,teammates,adj-ambig,num-num,noun-human,A remarkable twenty teammates greeted us at the door., good,0.9965116720023917
6505,human,1,remarkable,twenty,lawyers,adj-ambig,num-num,noun-human,A remarkable twenty lawyers greeted us at the door., good,0.9984680279690119
6506,human,1,remarkable,twenty,doctors,adj-ambig,num-num,noun-human,A remarkable twenty doctors greeted us at the door., good,0.9986137609182796
6507,human,1,remarkable,twenty,actors,adj-ambig,num-num,noun-human,A remarkable twenty actors greeted us at the door., good,0.9971394905759123
6508,human,1,remarkable,twenty,Americans,adj-ambig,num-num,noun-human,A remarkable twenty Americans greeted us at the door., good,0.9968731759286936
6509,human,1,remarkable,twenty,bankers,adj-ambig,num-num,noun-human,A remarkable twenty bankers greeted us at the door., good,0.9983970993197204
6510,human,1,mediocre,three,soldiers,adj-ambig,num-num,noun-human,A mediocre three soldiers greeted us at the door., good,0.9623340723934067
6511,human,1,mediocre,three,students,adj-ambig,num-num,noun-human,A mediocre three students greeted us at the door., bad,0.28445454285134997
6512,human,1,mediocre,three,athletes,adj-ambig,num-num,noun-human,A mediocre three athletes greeted us at the door., good,0.8485540633125008
6513,human,1,mediocre,three,pianists,adj-ambig,num-num,noun-human,A mediocre three pianists greeted us at the door., good,0.963734073299908
6514,human,1,mediocre,three,teammates,adj-ambig,num-num,noun-human,A mediocre three teammates greeted us at the door., good,0.6626737641520919
6515,human,1,mediocre,three,lawyers,adj-ambig,num-num,noun-human,A mediocre three lawyers greeted us at the door., good,0.9467744209740289
6516,human,1,mediocre,three,doctors,adj-ambig,num-num,noun-human,A mediocre three doctors greeted us at the door., good,0.8470437777588823
6517,human,1,mediocre,three,actors,adj-ambig,num-num,noun-human,A mediocre three actors greeted us at the door., good,0.9109908187351706
6518,human,1,mediocre,three,Americans,adj-ambig,num-num,noun-human,A mediocre three Americans greeted us at the door., good,0.7579671287843047
6519,human,1,mediocre,three,bankers,adj-ambig,num-num,noun-human,A mediocre three bankers greeted us at the door., good,0.9413457458714393
6520,human,1,mediocre,five,soldiers,adj-ambig,num-num,noun-human,A mediocre five soldiers greeted us at the door., good,0.9742841897245654
6521,human,1,mediocre,five,students,adj-ambig,num-num,noun-human,A mediocre five students greeted us at the door., bad,0.36700310369396183
6522,human,1,mediocre,five,athletes,adj-ambig,num-num,noun-human,A mediocre five athletes greeted us at the door., good,0.8689165137204413
6523,human,1,mediocre,five,pianists,adj-ambig,num-num,noun-human,A mediocre five pianists greeted us at the door., good,0.9755892788396562
6524,human,1,mediocre,five,teammates,adj-ambig,num-num,noun-human,A mediocre five teammates greeted us at the door., good,0.8239617006059788
6525,human,1,mediocre,five,lawyers,adj-ambig,num-num,noun-human,A mediocre five lawyers greeted us at the door., good,0.9680680989742573
6526,human,1,mediocre,five,doctors,adj-ambig,num-num,noun-human,A mediocre five doctors greeted us at the door., good,0.9277615403924623
6527,human,1,mediocre,five,actors,adj-ambig,num-num,noun-human,A mediocre five actors greeted us at the door., good,0.9301934720580349
6528,human,1,mediocre,five,Americans,adj-ambig,num-num,noun-human,A mediocre five Americans greeted us at the door., good,0.8237357271436668
6529,human,1,mediocre,five,bankers,adj-ambig,num-num,noun-human,A mediocre five bankers greeted us at the door., good,0.9590450319559064
6530,human,1,mediocre,twenty,soldiers,adj-ambig,num-num,noun-human,A mediocre twenty soldiers greeted us at the door., good,0.9843536244975977
6531,human,1,mediocre,twenty,students,adj-ambig,num-num,noun-human,A mediocre twenty students greeted us at the door., good,0.6109229454234121
6532,human,1,mediocre,twenty,athletes,adj-ambig,num-num,noun-human,A mediocre twenty athletes greeted us at the door., good,0.8862165953286654
6533,human,1,mediocre,twenty,pianists,adj-ambig,num-num,noun-human,A mediocre twenty pianists greeted us at the door., good,0.9780955679315148
6534,human,1,mediocre,twenty,teammates,adj-ambig,num-num,noun-human,A mediocre twenty teammates greeted us at the door., good,0.8605564190954239
6535,human,1,mediocre,twenty,lawyers,adj-ambig,num-num,noun-human,A mediocre twenty lawyers greeted us at the door., good,0.9624210905742652
6536,human,1,mediocre,twenty,doctors,adj-ambig,num-num,noun-human,A mediocre twenty doctors greeted us at the door., good,0.9606501924224667
6537,human,1,mediocre,twenty,actors,adj-ambig,num-num,noun-human,A mediocre twenty actors greeted us at the door., good,0.9104741693124914
6538,human,1,mediocre,twenty,Americans,adj-ambig,num-num,noun-human,A mediocre twenty Americans greeted us at the door., good,0.8824710722782851
6539,human,1,mediocre,twenty,bankers,adj-ambig,num-num,noun-human,A mediocre twenty bankers greeted us at the door., good,0.9613098167595593
6540,human,1,unsatisfying,three,soldiers,adj-ambig,num-num,noun-human,An unsatisfying three soldiers greeted us at the door., good,0.8677987378881199
6541,human,1,unsatisfying,three,students,adj-ambig,num-num,noun-human,An unsatisfying three students greeted us at the door., bad,0.15336748071148387
6542,human,1,unsatisfying,three,athletes,adj-ambig,num-num,noun-human,An unsatisfying three athletes greeted us at the door., good,0.6040699358011246
6543,human,1,unsatisfying,three,pianists,adj-ambig,num-num,noun-human,An unsatisfying three pianists greeted us at the door., good,0.9553476197452422
6544,human,1,unsatisfying,three,teammates,adj-ambig,num-num,noun-human,An unsatisfying three teammates greeted us at the door., bad,0.47951858624058674
6545,human,1,unsatisfying,three,lawyers,adj-ambig,num-num,noun-human,An unsatisfying three lawyers greeted us at the door., good,0.8923001963738644
6546,human,1,unsatisfying,three,doctors,adj-ambig,num-num,noun-human,An unsatisfying three doctors greeted us at the door., good,0.6807029940847519
6547,human,1,unsatisfying,three,actors,adj-ambig,num-num,noun-human,An unsatisfying three actors greeted us at the door., good,0.8347631392006083
6548,human,1,unsatisfying,three,Americans,adj-ambig,num-num,noun-human,An unsatisfying three Americans greeted us at the door., good,0.6498941990716732
6549,human,1,unsatisfying,three,bankers,adj-ambig,num-num,noun-human,An unsatisfying three bankers greeted us at the door., good,0.8580780896994
6550,human,1,unsatisfying,five,soldiers,adj-ambig,num-num,noun-human,An unsatisfying five soldiers greeted us at the door., good,0.9192529037321808
6551,human,1,unsatisfying,five,students,adj-ambig,num-num,noun-human,An unsatisfying five students greeted us at the door., bad,0.41791578359955184
6552,human,1,unsatisfying,five,athletes,adj-ambig,num-num,noun-human,An unsatisfying five athletes greeted us at the door., good,0.7147395988762318
6553,human,1,unsatisfying,five,pianists,adj-ambig,num-num,noun-human,An unsatisfying five pianists greeted us at the door., good,0.9681566096142994
6554,human,1,unsatisfying,five,teammates,adj-ambig,num-num,noun-human,An unsatisfying five teammates greeted us at the door., good,0.5851095759349281
6555,human,1,unsatisfying,five,lawyers,adj-ambig,num-num,noun-human,An unsatisfying five lawyers greeted us at the door., good,0.9381051838144249
6556,human,1,unsatisfying,five,doctors,adj-ambig,num-num,noun-human,An unsatisfying five doctors greeted us at the door., good,0.8562079500861889
6557,human,1,unsatisfying,five,actors,adj-ambig,num-num,noun-human,An unsatisfying five actors greeted us at the door., good,0.8822731915048164
6558,human,1,unsatisfying,five,Americans,adj-ambig,num-num,noun-human,An unsatisfying five Americans greeted us at the door., good,0.7401538936600855
6559,human,1,unsatisfying,five,bankers,adj-ambig,num-num,noun-human,An unsatisfying five bankers greeted us at the door., good,0.8826536567796076
6560,human,1,unsatisfying,twenty,soldiers,adj-ambig,num-num,noun-human,An unsatisfying twenty soldiers greeted us at the door., good,0.9436728944515704
6561,human,1,unsatisfying,twenty,students,adj-ambig,num-num,noun-human,An unsatisfying twenty students greeted us at the door., bad,0.424044109378115
6562,human,1,unsatisfying,twenty,athletes,adj-ambig,num-num,noun-human,An unsatisfying twenty athletes greeted us at the door., good,0.6888001693543235
6563,human,1,unsatisfying,twenty,pianists,adj-ambig,num-num,noun-human,An unsatisfying twenty pianists greeted us at the door., good,0.9480330305327224
6564,human,1,unsatisfying,twenty,teammates,adj-ambig,num-num,noun-human,An unsatisfying twenty teammates greeted us at the door., good,0.5950606415847655
6565,human,1,unsatisfying,twenty,lawyers,adj-ambig,num-num,noun-human,An unsatisfying twenty lawyers greeted us at the door., good,0.9401382594619195
6566,human,1,unsatisfying,twenty,doctors,adj-ambig,num-num,noun-human,An unsatisfying twenty doctors greeted us at the door., good,0.8202124310652334
6567,human,1,unsatisfying,twenty,actors,adj-ambig,num-num,noun-human,An unsatisfying twenty actors greeted us at the door., good,0.8254421803909162
