,experiment,template,adj,num,noun,adjclass,numclass,nounclass,sent,singplur,rating-sent,goodness-sent
456,distance,1,astonishing,five,feet,adj-ambig,num-num,noun-distance,An astonishing five feet are a long way.,plural, bad,0.2586725882062779
457,distance,1,astonishing,five,yards,adj-ambig,num-num,noun-distance,An astonishing five yards are a long way.,plural, good,0.88476677834271
458,distance,1,astonishing,five,blocks,adj-ambig,num-num,noun-distance,An astonishing five blocks are a long way.,plural, good,0.6551211294410898
459,distance,1,astonishing,five,steps,adj-ambig,num-num,noun-distance,An astonishing five steps are a long way.,plural, good,0.9841029287619278
460,distance,1,lovely,five,meters,adj-pos,num-num,noun-distance,A lovely five meters are a long way.,plural, bad,0.011132859902688086
461,distance,1,lovely,five,feet,adj-pos,num-num,noun-distance,A lovely five feet are a long way.,plural, bad,0.008560855388763167
462,distance,1,lovely,five,yards,adj-pos,num-num,noun-distance,A lovely five yards are a long way.,plural, bad,0.015332124596239893
463,distance,1,lovely,five,blocks,adj-pos,num-num,noun-distance,A lovely five blocks are a long way.,plural, bad,0.016792028447241703
464,distance,1,lovely,five,steps,adj-pos,num-num,noun-distance,A lovely five steps are a long way.,plural, bad,0.18993830698504066
465,distance,1,mere,five,meters,adj-quant,num-num,noun-distance,A mere five meters are a long way.,plural, bad,0.33446524591924987
466,distance,1,mere,five,feet,adj-quant,num-num,noun-distance,A mere five feet are a long way.,plural, bad,0.20146725976914281
467,distance,1,mere,five,yards,adj-quant,num-num,noun-distance,A mere five yards are a long way.,plural, bad,0.33738226254610515
468,distance,1,mere,five,blocks,adj-quant,num-num,noun-distance,A mere five blocks are a long way.,plural, bad,0.5000278339452702
469,distance,1,mere,five,steps,adj-quant,num-num,noun-distance,A mere five steps are a long way.,plural, good,0.9489557257910329
470,distance,2,astonishing,five,meters,adj-ambig,num-num,noun-distance,An astonishing five meters is not far.,singular, good,0.9851391044393307
471,distance,2,astonishing,five,feet,adj-ambig,num-num,noun-distance,An astonishing five feet is not far.,singular, good,0.9759584677590842
472,distance,2,astonishing,five,yards,adj-ambig,num-num,noun-distance,An astonishing five yards is not far.,singular, good,0.9940017047368714
473,distance,2,astonishing,five,blocks,adj-ambig,num-num,noun-distance,An astonishing five blocks is not far.,singular, good,0.988418670921562
474,distance,2,astonishing,five,steps,adj-ambig,num-num,noun-distance,An astonishing five steps is not far.,singular, good,0.9938142470339917
475,distance,2,lovely,five,meters,adj-pos,num-num,noun-distance,A lovely five meters is not far.,singular, good,0.7950250781361394
476,distance,2,lovely,five,feet,adj-pos,num-num,noun-distance,A lovely five feet is not far.,singular, good,0.8475257556854353
477,distance,2,lovely,five,yards,adj-pos,num-num,noun-distance,A lovely five yards is not far.,singular, good,0.9811054194276981
478,distance,2,lovely,five,blocks,adj-pos,num-num,noun-distance,A lovely five blocks is not far.,singular, good,0.9754466532356857
479,distance,2,lovely,five,steps,adj-pos,num-num,noun-distance,A lovely five steps is not far.,singular, good,0.962710237597057
480,distance,2,mere,five,meters,adj-quant,num-num,noun-distance,A mere five meters is not far.,singular, good,0.9848610527089967
481,distance,2,mere,five,feet,adj-quant,num-num,noun-distance,A mere five feet is not far.,singular, good,0.9855346965074822
482,distance,2,mere,five,yards,adj-quant,num-num,noun-distance,A mere five yards is not far.,singular, good,0.9932763154022857
483,distance,2,mere,five,blocks,adj-quant,num-num,noun-distance,A mere five blocks is not far.,singular, good,0.9854520274113694
484,distance,2,mere,five,steps,adj-quant,num-num,noun-distance,A mere five steps is not far.,singular, good,0.9950276825025053
485,distance,3,astonishing,five,meters,adj-ambig,num-num,noun-distance,An astonishing five meters are not far.,plural, good,0.697939350776454
486,distance,3,astonishing,five,feet,adj-ambig,num-num,noun-distance,An astonishing five feet are not far.,plural, bad,0.3500026935343239
487,distance,3,astonishing,five,yards,adj-ambig,num-num,noun-distance,An astonishing five yards are not far.,plural, good,0.8448286780930132
488,distance,3,astonishing,five,blocks,adj-ambig,num-num,noun-distance,An astonishing five blocks are not far.,plural, good,0.9935897773025327
489,distance,3,astonishing,five,steps,adj-ambig,num-num,noun-distance,An astonishing five steps are not far.,plural, good,0.9921292419100434
490,distance,3,lovely,five,meters,adj-pos,num-num,noun-distance,A lovely five meters are not far.,plural, bad,0.01873871174740538
491,distance,3,lovely,five,feet,adj-pos,num-num,noun-distance,A lovely five feet are not far.,plural, bad,0.017049281631842272
492,distance,3,lovely,five,yards,adj-pos,num-num,noun-distance,A lovely five yards are not far.,plural, bad,0.015128101941376482
493,distance,3,lovely,five,blocks,adj-pos,num-num,noun-distance,A lovely five blocks are not far.,plural, bad,0.2463290107620315
494,distance,3,lovely,five,steps,adj-pos,num-num,noun-distance,A lovely five steps are not far.,plural, good,0.5678351280013713
495,distance,3,mere,five,meters,adj-quant,num-num,noun-distance,A mere five meters are not far.,plural, bad,0.2874490353043263
496,distance,3,mere,five,feet,adj-quant,num-num,noun-distance,A mere five feet are not far.,plural, bad,0.10012774084169695
497,distance,3,mere,five,yards,adj-quant,num-num,noun-distance,A mere five yards are not far.,plural, bad,0.28635011924636655
498,distance,3,mere,five,blocks,adj-quant,num-num,noun-distance,A mere five blocks are not far.,plural, good,0.9751644232222246
499,distance,3,mere,five,steps,adj-quant,num-num,noun-distance,A mere five steps are not far.,plural, good,0.9835272710165841
500,unitlike,0,astonishing,five,pages,adj-ambig,num-num,noun-unit_like,An astonishing five pages was uncovered.,singular, good,0.9007512604689384
501,unitlike,0,astonishing,five,acts,adj-ambig,num-num,noun-unit_like,An astonishing five acts was uncovered.,singular, bad,0.003094219405277543
502,unitlike,0,astonishing,five,paragraphs,adj-ambig,num-num,noun-unit_like,An astonishing five paragraphs was uncovered.,singular, good,0.8263964557240321
503,unitlike,0,astonishing,five,awards,adj-ambig,num-num,noun-unit_like,An astonishing five awards was uncovered.,singular, bad,0.001442804555268129
504,unitlike,0,astonishing,five,meals,adj-ambig,num-num,noun-unit_like,An astonishing five meals was uncovered.,singular, bad,0.002229409866049248
505,unitlike,0,lovely,five,pages,adj-pos,num-num,noun-unit_like,A lovely five pages was uncovered.,singular, good,0.7407644762694096
506,unitlike,0,lovely,five,acts,adj-pos,num-num,noun-unit_like,A lovely five acts was uncovered.,singular, bad,0.006177886298819768
507,unitlike,0,lovely,five,paragraphs,adj-pos,num-num,noun-unit_like,A lovely five paragraphs was uncovered.,singular, good,0.5461216641206054
508,unitlike,0,lovely,five,awards,adj-pos,num-num,noun-unit_like,A lovely five awards was uncovered.,singular, bad,0.00964095115164254
509,unitlike,0,lovely,five,meals,adj-pos,num-num,noun-unit_like,A lovely five meals was uncovered.,singular, bad,0.004765903866701282
510,unitlike,0,mere,five,pages,adj-quant,num-num,noun-unit_like,A mere five pages was uncovered.,singular, bad,0.43501797358694083
511,unitlike,0,mere,five,acts,adj-quant,num-num,noun-unit_like,A mere five acts was uncovered.,singular, bad,0.010265311318127468
512,unitlike,0,mere,five,paragraphs,adj-quant,num-num,noun-unit_like,A mere five paragraphs was uncovered.,singular, bad,0.4320884532837357
513,unitlike,0,mere,five,awards,adj-quant,num-num,noun-unit_like,A mere five awards was uncovered.,singular, bad,0.004333472294401286
514,unitlike,0,mere,five,meals,adj-quant,num-num,noun-unit_like,A mere five meals was uncovered.,singular, bad,0.0070612252641378825
515,unitlike,1,astonishing,five,pages,adj-ambig,num-num,noun-unit_like,An astonishing five pages were uncovered.,plural, good,0.9988050921715678
516,unitlike,1,astonishing,five,acts,adj-ambig,num-num,noun-unit_like,An astonishing five acts were uncovered.,plural, good,0.9982489195335231
517,unitlike,1,astonishing,five,paragraphs,adj-ambig,num-num,noun-unit_like,An astonishing five paragraphs were uncovered.,plural, good,0.9977881142324907
518,unitlike,1,astonishing,five,awards,adj-ambig,num-num,noun-unit_like,An astonishing five awards were uncovered.,plural, good,0.9988245855413697
519,unitlike,1,astonishing,five,meals,adj-ambig,num-num,noun-unit_like,An astonishing five meals were uncovered.,plural, good,0.9985872372901445
520,unitlike,1,lovely,five,pages,adj-pos,num-num,noun-unit_like,A lovely five pages were uncovered.,plural, good,0.8846175272381196
521,unitlike,1,lovely,five,acts,adj-pos,num-num,noun-unit_like,A lovely five acts were uncovered.,plural, bad,0.18474000145775182
522,unitlike,1,lovely,five,paragraphs,adj-pos,num-num,noun-unit_like,A lovely five paragraphs were uncovered.,plural, good,0.8064817099301057
523,unitlike,1,lovely,five,awards,adj-pos,num-num,noun-unit_like,A lovely five awards were uncovered.,plural, good,0.7243857171263617
524,unitlike,1,lovely,five,meals,adj-pos,num-num,noun-unit_like,A lovely five meals were uncovered.,plural, bad,0.13436784159233228
525,unitlike,1,mere,five,pages,adj-quant,num-num,noun-unit_like,A mere five pages were uncovered.,plural, good,0.9884595033402456
526,unitlike,1,mere,five,acts,adj-quant,num-num,noun-unit_like,A mere five acts were uncovered.,plural, good,0.9428794982866457
527,unitlike,1,mere,five,paragraphs,adj-quant,num-num,noun-unit_like,A mere five paragraphs were uncovered.,plural, good,0.975320884326562
528,unitlike,1,mere,five,awards,adj-quant,num-num,noun-unit_like,A mere five awards were uncovered.,plural, good,0.9921532606575945
529,unitlike,1,mere,five,meals,adj-quant,num-num,noun-unit_like,A mere five meals were uncovered.,plural, good,0.9315544002015117
530,unitlike,2,astonishing,five,pages,adj-ambig,num-num,noun-unit_like,An astonishing five pages makes an impression.,singular, good,0.9952907215880357
531,unitlike,2,astonishing,five,acts,adj-ambig,num-num,noun-unit_like,An astonishing five acts makes an impression.,singular, good,0.9246243796453527
532,unitlike,2,astonishing,five,paragraphs,adj-ambig,num-num,noun-unit_like,An astonishing five paragraphs makes an impression.,singular, good,0.9936052738469803
533,unitlike,2,astonishing,five,awards,adj-ambig,num-num,noun-unit_like,An astonishing five awards makes an impression.,singular, good,0.9906314419725953
534,unitlike,2,astonishing,five,meals,adj-ambig,num-num,noun-unit_like,An astonishing five meals makes an impression.,singular, good,0.9802863324727603
535,unitlike,2,lovely,five,pages,adj-pos,num-num,noun-unit_like,A lovely five pages makes an impression.,singular, good,0.9933486740455819
536,unitlike,2,lovely,five,acts,adj-pos,num-num,noun-unit_like,A lovely five acts makes an impression.,singular, good,0.9473796448488521
537,unitlike,2,lovely,five,paragraphs,adj-pos,num-num,noun-unit_like,A lovely five paragraphs makes an impression.,singular, good,0.9879390326326183
538,unitlike,2,lovely,five,awards,adj-pos,num-num,noun-unit_like,A lovely five awards makes an impression.,singular, good,0.9349687992839674
539,unitlike,2,lovely,five,meals,adj-pos,num-num,noun-unit_like,A lovely five meals makes an impression.,singular, good,0.845850067719461
540,unitlike,2,mere,five,pages,adj-quant,num-num,noun-unit_like,A mere five pages makes an impression.,singular, good,0.9913875861591815
541,unitlike,2,mere,five,acts,adj-quant,num-num,noun-unit_like,A mere five acts makes an impression.,singular, good,0.8378601230783023
542,unitlike,2,mere,five,paragraphs,adj-quant,num-num,noun-unit_like,A mere five paragraphs makes an impression.,singular, good,0.9873239091063957
543,unitlike,2,mere,five,awards,adj-quant,num-num,noun-unit_like,A mere five awards makes an impression.,singular, good,0.9766806288406862
544,unitlike,2,mere,five,meals,adj-quant,num-num,noun-unit_like,A mere five meals makes an impression.,singular, good,0.9183749219764205
545,unitlike,3,astonishing,five,pages,adj-ambig,num-num,noun-unit_like,An astonishing five pages make an impression.,plural, good,0.9891770877570146
546,unitlike,3,astonishing,five,acts,adj-ambig,num-num,noun-unit_like,An astonishing five acts make an impression.,plural, good,0.9913229150994297
547,unitlike,3,astonishing,five,paragraphs,adj-ambig,num-num,noun-unit_like,An astonishing five paragraphs make an impression.,plural, good,0.9909312543878296
548,unitlike,3,astonishing,five,awards,adj-ambig,num-num,noun-unit_like,An astonishing five awards make an impression.,plural, good,0.995717971141346
549,unitlike,3,astonishing,five,meals,adj-ambig,num-num,noun-unit_like,An astonishing five meals make an impression.,plural, good,0.983931388003193
550,unitlike,3,lovely,five,pages,adj-pos,num-num,noun-unit_like,A lovely five pages make an impression.,plural, good,0.9074334852678417
551,unitlike,3,lovely,five,acts,adj-pos,num-num,noun-unit_like,A lovely five acts make an impression.,plural, good,0.8990175886670109
552,unitlike,3,lovely,five,paragraphs,adj-pos,num-num,noun-unit_like,A lovely five paragraphs make an impression.,plural, good,0.9414289513335787
553,unitlike,3,lovely,five,awards,adj-pos,num-num,noun-unit_like,A lovely five awards make an impression.,plural, good,0.854000380195391
554,unitlike,3,lovely,five,meals,adj-pos,num-num,noun-unit_like,A lovely five meals make an impression.,plural, good,0.7403133918024677
555,unitlike,3,mere,five,pages,adj-quant,num-num,noun-unit_like,A mere five pages make an impression.,plural, good,0.9654992769504206
556,unitlike,3,mere,five,acts,adj-quant,num-num,noun-unit_like,A mere five acts make an impression.,plural, good,0.9772455528474102
557,unitlike,3,mere,five,paragraphs,adj-quant,num-num,noun-unit_like,A mere five paragraphs make an impression.,plural, good,0.9742670824186721
558,unitlike,3,mere,five,awards,adj-quant,num-num,noun-unit_like,A mere five awards make an impression.,plural, good,0.9833367202502743
559,unitlike,3,mere,five,meals,adj-quant,num-num,noun-unit_like,A mere five meals make an impression.,plural, good,0.9534657994662501
